,timestamp,report_week,operability_icu,power_outage_equipment_failure_specify,power_generator_available,power_outage_mortatility,power_outage_deaths_count,mortality_hospital_failure_cardiovascular_count,mortality_hospital_failure_cardiovascular_cause,mortality_hospital_failure_trauma_count,mortality_hospital_failure_trauma_cause,strike_medical_staff_affected,strike_nurses_affected,operability_icu_p,strike_other_staff_affected,strike_patients_affected,strike_other_affected,staff_violence_affected_reasons,epidemiological_emergency_suspected_diseases,rrt_avail_high_flow_catheters,rrt_avail_blood_tests_hiv_hvb_hvc_vdr,rrt_avail_immediate_access_urea_reduction_bun,nCoV_face_mask_avail,nCoV_respiratory_isolation_protocol_avail,operability_er,nCoV_isolation_area_avail,operability_sx,operability_lab,operability_uls,operability_ct_mri,operability_xr,er_avail_adrenalin,er_avail_atropine,hospital_code,er_avail_dopamine,er_avail_cephalosporins_betalactams,er_avail_aminoglycosides_quinolone,er_avail_vancomycin_clindamycin,er_avail_lidocaine,er_avail_minor_opioids,er_avail_major_opioids,er_avail_iv_fluids,er_avail_diazepam_dph,er_avail_heparin,federal_entity,er_avail_steroids,er_avail_insulin,er_avail_asthma,er_avail_blood_pressure,er_avail_defibrillator,er_avail_ott_intubation,er_avail_catheter,er_avail_oxygen_suction,sx_avail_minor_opioids,sx_avail_major_opioids,hospital_type,sx_avail_anesthetic_gases,sx_avail_anesthetics_iv,sx_avail_relaxants,sx_avail_ott_intubation,sx_avail_patient_lingerie_kit,sx_avail_disposables_mask_gloves_gown,sx_avail_oxygen_suction,rrt_avail,rrt_operability,rrt_date_stopped_operability,administrative_entity,rrt_reason_stopped_operability,rrt_avg_daily_patients,rrt_peritoneal_count,rrt_peritoneal_reason_not_performed,rrt_num_hemodialysis,rrt_num_hemodialysis_acute,rrt_num_hemodialysis_chronic,rrt_num_hemodialysis_equipments,rrt_num_hemodialysis_equipments_operability,rrt_hemodialysis_avail_filter,arch_beds_count,rrt_hemodialysis_avail_lines,rrt_hemodialysis_avail_kit_hemodialysis,rrt_hemodialysis_avail_iron,rrt_hemodialysis_avail_b_complex,rrt_hemodialysis_avail_calcium,rrt_hemodialysis_avail_zemblar,rrt_reverse_osmosis_unit_operability,rrt_staff_nephrology,rrt_staff_md,rrt_staff_resident,op_beds_count,rrt_staff_nurse,rrt_staff_nurse_nephrologist,nutr_avail,nutr_operability,nutr_date_stopped_operability,nutr_reason_stopped_operability,nutr_num,nutr_daily_freq_meal,nutr_quality,nutr_freq_milk_formulas,op_beds_er_count,pneumonia_antibiotic_therapy_latency,mi_thrombolytic_treatment_latency,er_staff_residents_and_rural_day_on_call,er_staff_specialist_day_on_call,er_staff_mic_day_on_call,er_staff_nurse_day_on_call,er_staff_non_professional_nurse_day_on_call,er_staff_residents_and_rural_night_on_call,er_staff_specialist_night_on_call,er_staff_mic_night_on_call,op_pavilions_count,er_staff_nurse_night_on_call,er_staff_non_professional_nurse_night_on_call,wash_failure_icu,wash_failure_er,wahs_failure_sx,power_outage,power_outage_avg_failures_per_day,power_outage_days_count,power_outage_avg_duration,power_outage_equipment_failure
736,2019-11-19T13:16:32.218Z,45 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,,,,,,No hubo,No hubo,No hubo,,,Todos los días,,Todos los días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,Todos los días,TAC001,Todos los días,Todos los días,Entre 3 y 5 días,No hubo,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,Táchira,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Entre 3 y 5 días,Todos los días,Tipo IV,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,Gob. Estatal,,10.0,4.0,,6.0,0.0,6.0,12.0,3.0,Todos los días,900,Todos los días,Todos los días,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,Todos los días,280,Todos los días,No hubo,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo formulas lácteas menos de 3 días,80,1900-01-01T00:00:00.000Z,1899-12-30T00:10:00.000Z,10,3,2,2,6,8,2,3,3,6,4,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,1,Menos de 3 días,1899-12-30T00:45:00.000Z,No
737,2019-11-19T12:07:39.958Z,41 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,,,,,,Todos los días,No hubo,No hubo,,,Todos los días,,Todos los días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,Todos los días,TAC001,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,Todos los días,No hubo,No hubo,Entre 3 y 5 días,Todos los días,Todos los días,Táchira,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,Gob. Estatal,,8.0,2.0,,6.0,2.0,6.0,12.0,3.0,Todos los días,900,Todos los días,Todos los días,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,No hubo,No hubo,300,Todos los días,No hubo,Sí,Sí,,,Entre 3 y 5 días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Nunca ha habido fórmulas lácteas,70,1899-12-31T00:00:00.000Z,1899-12-30T00:10:00.000Z,10,3,3,7,5,10,2,4,3,6,5,"< 3 días, con soporte alterno","< 3 días, con soporte alterno","< 3 días, con soporte alterno",Si,1,Menos de 3 días,1899-12-30T00:45:00.000Z,No
738,2019-07-13T21:00:36.214Z,28 del 2019,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,,,,,,Todos los días,No hubo,Todos los días,,,Todos los días,,Todos los días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,Todos los días,TAC001,Todos los días,Entre 3 y 5 días,No hubo,No hubo,Entre 3 y 5 días,No hubo,No hubo,No hubo,Todos los días,Todos los días,Táchira,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,Todos los días,Todos los días,Tipo IV,Entre 3 y 5 días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,Gob. Estatal,,12.0,0.0,"Falta de material quirúrgico, Falta de insumos médicos, Falta de profesional entrenado (Cirujano)",,2.0,10.0,10.0,6.0,Todos los días,900,Todos los días,Todos los días,No hubo,No hubo,No hubo,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,400,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas entre 3 y 5 días,75,1899-12-30T02:00:00.000Z,1899-12-30T00:15:00.000Z,12,4,4,14,10,14,4,4,3,9,9,Hubo agua todos los días,Hubo agua todos los días,Hubo agua todos los días,Si,1,Menos de 3 días,1899-12-30T01:00:00.000Z,No
739,2020-01-14T14:36:17.210Z,2 del 2020,Todos los días,,Funciona todos los días,No,,,,,,,,Todos los días,,,,,,No hubo,No hubo,No hubo,,,Todos los días,,Todos los días,Entre 3 y 5 días,No operativa,No operativa,Todos los días,Todos los días,Todos los días,TAC001,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,No hubo,Todos los días,No hubo,No hubo,Entre 1 y 2 días,Entre 3 y 5 días,Todos los días,Táchira,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo IV,Todos los días,No hubo,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,Gob. Estatal,,9.0,4.0,,5.0,0.0,9.0,12.0,3.0,No hubo,900,Todos los días,Todos los días,No hubo,No hubo,No hubo,No hubo,Ningún día,Todos los días,No hubo,Todos los días,300,Todos los días,No hubo,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,70,1899-12-31T16:00:00.000Z,1899-12-30T00:15:00.000Z,7,3,2,7,5,7,2,2,3,5,5,"< 3 días, con soporte alterno","< 3 días, con soporte alterno","< 3 días, con soporte alterno",Si,2,Entre 3 y 5 días,1899-12-30T01:00:00.000Z,No
740,2020-01-27T16:45:08.972Z,4 del 2020,No operativa,,Funciona todos los días,No,0.0,0.0,,0.0,,,Protestas  sin suspensión de actividades,Nunca ha existido,,,,,,Todos los días,No hubo,Todos los días,Option 1,Sí,Todos los días,No,Todos los días,No operativa,No operativa,Nunca ha existido,Todos los días,Todos los días,Todos los días,VAR000,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Vargas,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,No hubo,Todos los días,No hubo,Todos los días,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,IVSS,,17.0,0.0,Falta de insumos médicos,0.0,0.0,17.0,24.0,18.0,Todos los días,140,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Nunca ha existido,120,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",Se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas todos los días,16,1899-12-30T00:20:00.000Z,1899-12-30T00:00:00.000Z,4,2,1,16,0,4,2,1,2,6,0,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,1,Entre 3 y 5 días,1899-12-30T04:00:00.000Z,No
741,2019-09-17T18:39:57.325Z,37 del 2019,No operativa,Rayos X,Funciona todos los días,No,0.0,0.0,,0.0,,,Protestas  sin suspensión de actividades,Nunca ha existido,,,,,,Todos los días,Todos los días,Todos los días,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,Todos los días,Todos los días,Todos los días,VAR000,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Vargas,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,IVSS,,17.0,0.0,Falta de insumos médicos,0.0,0.0,17.0,27.0,18.0,Todos los días,140,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,120,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",Se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas todos los días,16,1899-12-30T00:20:00.000Z,1899-12-30T00:00:00.000Z,4,2,0,16,0,4,2,0,2,5,0,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,1,Todos los días,1899-12-30T08:00:00.000Z,Sí
742,2019-10-29T18:46:23.690Z,43 del 2019,No operativa,Rx,Funciona todos los días,No,0.0,0.0,,0.0,,,Protestas  sin suspensión de actividades,Nunca ha existido,,,,,,Todos los días,,Todos los días,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,Todos los días,Todos los días,Todos los días,VAR000,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Vargas,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,IVSS,,18.0,0.0,Falta de insumos médicos,18.0,0.0,18.0,27.0,21.0,Todos los días,140,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,120,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",Se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas todos los días,16,1899-12-30T00:20:00.000Z,1899-12-30T00:00:00.000Z,4,2,0,16,0,2,4,0,2,6,0,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,1,Entre 3 y 5 días,1899-12-30T06:00:00.000Z,Sí
743,2019-08-05T16:52:44.689Z,31 del 2019,No operativa,RAYOS X,Funciona todos los días,No,0.0,0.0,,0.0,,,,Nunca ha existido,,,,,,Todos los días,No hubo,Todos los días,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,Todos los días,Todos los días,Todos los días,VAR000,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Vargas,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo II,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,IVSS,,18.0,0.0,Falta de insumos médicos,18.0,0.0,18.0,,19.0,Todos los días,140,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Nunca ha existido,No hubo,120,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",Se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas todos los días,14,1899-12-30T00:20:00.000Z,1899-12-30T00:15:00.000Z,4,2,0,14,0,4,2,0,2,6,0,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,2,Entre 3 y 5 días,1899-12-30T04:00:00.000Z,Sí
744,2019-06-21T18:03:41.142Z,25 del 2019,No operativa,0,Funciona todos los días,No,0.0,0.0,,0.0,,,,Nunca ha existido,,,,,,Todos los días,No hubo,Todos los días,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,Todos los días,Todos los días,Todos los días,VAR000,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Vargas,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Tipo II,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,IVSS,,16.0,0.0,Falta de insumos médicos,0.0,0.0,16.0,26.0,18.0,Todos los días,140,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Nunca ha existido,Nunca ha existido,120,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",Se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas todos los días,14,1899-12-30T00:20:00.000Z,1899-12-30T00:20:00.000Z,4,2,0,14,0,4,2,0,2,6,0,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,1,Entre 3 y 5 días,1899-12-30T02:00:00.000Z,No
745,2019-09-27T18:45:09.006Z,42 del 2019,No operativa,Rayos X,Funciona todos los días,No,0.0,0.0,,0.0,,,Protestas  sin suspensión de actividades,Nunca ha existido,,,,,,Todos los días,Nunca ha existido,Todos los días,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,Todos los días,Todos los días,Todos los días,VAR000,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Vargas,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,IVSS,,18.0,0.0,Falta de insumos médicos,18.0,0.0,18.0,27.0,18.0,Todos los días,140,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,120,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",Se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas todos los días,16,1899-12-30T00:15:00.000Z,1899-12-30T00:00:00.000Z,4,2,0,16,0,4,2,0,2,5,0,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,1,Todos los días,1899-12-30T08:00:00.000Z,Sí
746,2019-06-10T19:31:16.509Z,22 del 2019,No operativa,0,Funciona todos los días,No,0.0,0.0,,0.0,,,,Nunca ha existido,,,,,,,,,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,Nunca ha existido,Todos los días,Todos los días,VAR000,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Vargas,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Tipo II,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,IVSS,,70.0,0.0,Falta de insumos médicos,10.0,0.0,70.0,28.0,16.0,Todos los días,140,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,120,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",Se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas todos los días,14,1899-12-30T00:20:00.000Z,1899-12-30T00:15:00.000Z,4,2,0,14,0,4,2,0,2,4,0,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,1,Menos de 3 días,1899-12-30T02:00:00.000Z,No
747,2019-06-03T18:52:46.912Z,22 del 2019,No operativa,0,Funciona todos los días,No,0.0,0.0,,0.0,,,,Nunca ha existido,,,,,,,,,,,No existe,,No existe,No operativa,No operativa,Nunca ha existido,No existe,Todos los días,Todos los días,VAR000,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Vargas,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Sí,Sí,,IVSS,,24.0,0.0,Falta de insumos médicos,0.0,0.0,24.0,24.0,20.0,Todos los días,180,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Nunca ha existido,Nunca ha existido,120,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",Se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas todos los días,14,1899-12-30T00:20:00.000Z,1899-12-30T00:20:00.000Z,4,2,1,12,0,4,2,1,2,4,0,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,1,Entre 3 y 5 días,1899-12-30T04:00:00.000Z,No
748,2019-10-04T18:44:10.018Z,40 del 2019,No operativa,Rayos X,Funciona todos los días,No,0.0,0.0,,0.0,,,Protestas  sin suspensión de actividades,Nunca ha existido,,,,,,Todos los días,Nunca ha existido,Todos los días,,,Todos los días,,Todos los días,No operativa,Todos los días,Nunca ha existido,Todos los días,Todos los días,Todos los días,VAR000,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Vargas,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo III,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,IVSS,,18.0,0.0,Falta de insumos médicos,18.0,0.0,18.0,27.0,21.0,Todos los días,140,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Nunca ha existido,No hubo,120,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",Se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas todos los días,16,1899-12-30T00:15:00.000Z,1899-12-30T00:00:00.000Z,4,2,0,16,0,4,2,1,2,6,0,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,1,Todos los días,1899-12-30T08:00:00.000Z,Sí
749,2019-08-25T18:11:18.802Z,34 del 2019,No operativa,,Funciona todos los días,No,0.0,0.0,Recurso Humano,0.0,,,,Nunca ha existido,,,,,,Todos los días,Nunca ha existido,Todos los días,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,Todos los días,Todos los días,Todos los días,VAR000,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Vargas,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo II,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,IVSS,,17.0,0.0,Falta de insumos médicos,17.0,0.0,17.0,24.0,18.0,Todos los días,140,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,120,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",Se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas todos los días,14,1899-12-30T00:20:00.000Z,1899-12-30T00:00:00.000Z,4,2,0,14,0,4,2,0,2,6,0,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,2,Entre 3 y 5 días,1899-12-30T02:00:00.000Z,No
750,2019-06-28T17:32:57.673Z,26 del 2019,No operativa,0,Funciona todos los días,No,0.0,0.0,,0.0,,,,Nunca ha existido,,,,,,Todos los días,No hubo,Todos los días,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,Todos los días,Todos los días,Todos los días,VAR000,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Vargas,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Tipo II,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,IVSS,,10.0,0.0,Falta de material quirúrgico,0.0,0.0,10.0,26.0,18.0,Todos los días,140,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,120,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",Se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas todos los días,16,1899-12-30T00:29:00.000Z,1899-12-30T00:15:00.000Z,4,2,0,14,0,4,2,0,2,6,0,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,1,Entre 3 y 5 días,1899-12-30T02:00:00.000Z,No
751,2019-08-19T15:31:51.033Z,33 del 2019,No operativa,Rayos X,Funciona todos los días,No,0.0,0.0,,0.0,,,,Nunca ha existido,,,,,,Todos los días,Nunca ha existido,Todos los días,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,Todos los días,Todos los días,Todos los días,VAR000,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Vargas,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo II,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,IVSS,,16.0,0.0,Falta de insumos médicos,0.0,0.0,16.0,26.0,18.0,Todos los días,140,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Nunca ha existido,No hubo,120,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",Se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas todos los días,14,1899-12-30T00:15:00.000Z,1899-12-30T00:00:00.000Z,4,2,1,14,0,4,2,0,2,4,0,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,1,Entre 3 y 5 días,1899-12-30T02:00:00.000Z,Sí
752,2019-09-09T19:14:38.141Z,36 del 2019,No operativa,Rayos X,Funciona todos los días,No,0.0,0.0,,0.0,,,Protestas  sin suspensión de actividades,Nunca ha existido,,,,,,Todos los días,Todos los días,Todos los días,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,Todos los días,Todos los días,Todos los días,VAR000,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Vargas,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Todos los días,Todos los días,Tipo II,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,Sí,,IVSS,,18.0,0.0,Falta de insumos médicos,0.0,0.0,18.0,25.0,17.0,Todos los días,150,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Nunca ha existido,120,Todos los días,Todos los días,Sí,Sí,,,Todos los días,"Se sirve  3 comidas al día (desayuno, almuerzo y cena)",Se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas todos los días,16,1899-12-30T00:20:00.000Z,1899-12-30T00:00:00.000Z,4,2,0,14,0,4,2,0,2,6,0,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,1,Entre 3 y 5 días,1899-12-30T04:00:00.000Z,Sí
